accession,name,ftp_path
GCA_018251535.1,GCA_018251535.1 Autochton itylus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/251/535/GCA_018251535.1_SRR7174387
GCA_031834005.1,GCA_031834005.1 Dendronotus venustus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/834/005/GCA_031834005.1_ASM3183400v1
GCA_040966175.1,GCA_040966175.1 Frantzia villosa,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/966/175/GCA_040966175.1_ASM4096617v1
GCA_035668175.1,GCA_035668175.1 yellow pitcherplant (Sarracenia flava),https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/035/668/175/GCA_035668175.1_ASM3566817v1
GCA_034696705.1,GCA_034696705.1 Isotomurus plumosus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/696/705/GCA_034696705.1_ASM3469670v1
GCA_011763505.2,GCA_011763505.2 bluebanded goby (Lythrypnus dalli),https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/763/505/GCA_011763505.2_ASM1176350v2
GCA_038093795.1,GCA_038093795.1 Retiboletus fuscus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/093/795/GCA_038093795.1_DLT08-087-Retiboletus-fuscus
GCA_044473265.1,GCA_044473265.1 Phymanthus loligo,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/044/473/265/GCA_044473265.1_ASM4447326v1
GCA_028583085.1,GCA_028583085.1 shovel-nosed catfish (Neoarius midgleyi),https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/583/085/GCA_028583085.1_ASM2858308v1
GCA_040966315.1,GCA_040966315.1 Lessoniopsis littoralis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/966/315/GCA_040966315.1_ASM4096631v1
GCA_029874285.1,GCA_029874285.1 Iberochondrostoma lusitanicum,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/874/285/GCA_029874285.1_ASM2987428v1
GCA_018246515.1,GCA_018246515.1 Pyrrhopyge pelota,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/246/515/GCA_018246515.1_SRR9330738
GCA_027563535.1,GCA_027563535.1 Erythroxylum lineolatum,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/563/535/GCA_027563535.1_ASM2756353v1
GCA_042902855.1,GCA_042902855.1 Loriculus philippensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/042/902/855/GCA_042902855.1_ASM4290285v1
GCA_026167825.1,GCA_026167825.1 black swallowtail (Papilio polyxenes),https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/167/825/GCA_026167825.1_ASM2616782v1
GCA_027576325.1,GCA_027576325.1 Mayan sea catfish (Sciades assimilis),https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/576/325/GCA_027576325.1_ASM2757632v1
GCA_018237845.1,GCA_018237845.1 Euselasia chrysippe,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/237/845/GCA_018237845.1_SRR10158562
GCA_038093615.1,GCA_038093615.1 Austroboletus olivaceoglutinosus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/093/615/GCA_038093615.1_KD12250-Austroboletus-olicaceoglutinosus
GCA_013407065.1,GCA_013407065.1 Morchella sp. a71,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/407/065/GCA_013407065.1_ASM1340706v1
GCA_018093805.1,GCA_018093805.1 Macrocybe sp. IBSDJ1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/093/805/GCA_018093805.1_ASM1809380v1
GCA_034780015.1,GCA_034780015.1 Urosalpinx cinerea,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/780/015/GCA_034780015.1_ASM3478001v1
GCA_003354225.1,GCA_003354225.1 Globobulimina sp.,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/354/225/GCA_003354225.1_ASM335422v1
GCA_046271025.1,GCA_046271025.1 Geophis sartorii,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/271/025/GCA_046271025.1_ASM4627102v1
GCA_038093915.1,GCA_038093915.1 Boletellus aff. emodensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/093/915/GCA_038093915.1_DLT08-013-Boletellus-emodensis
GCA_034782555.1,GCA_034782555.1 long-crested eagle (Lophaetus occipitalis),https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/782/555/GCA_034782555.1_ASM3478255v1
GCA_018245955.1,GCA_018245955.1 Myscelus nobilis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/245/955/GCA_018245955.1_SRR9330672
GCA_018246075.1,GCA_018246075.1 Lamproptera meges,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/246/075/GCA_018246075.1_SRR8954544
GCA_001015075.1,GCA_001015075.1 Cirrula hians,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/015/075/GCA_001015075.1_ASM101507v1
GCA_040967555.1,GCA_040967555.1 Artemisia ifranensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/967/555/GCA_040967555.1_ASM4096755v1
GCA_037356215.1,GCA_037356215.1 Thalassiosira gravida,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/356/215/GCA_037356215.1_ASM3735621v1
GCA_035585475.1,GCA_035585475.1 Armandia brevis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/035/585/475/GCA_035585475.1_ASM3558547v1
GCA_001015215.1,GCA_001015215.1 Holcocephala fusca,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/015/215/GCA_001015215.1_ASM101521v1
GCA_021440025.1,GCA_021440025.1 Euplotes parawoodruffi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/440/025/GCA_021440025.1_ASM2144002v1
GCA_029875095.1,GCA_029875095.1 Squalius sp. SCEF-FRISK3481,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/875/095/GCA_029875095.1_ASM2987509v1
GCA_029874575.1,GCA_029874575.1 Iberochondrostoma lemmingii,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/874/575/GCA_029874575.1_ASM2987457v1
GCA_033995645.1,GCA_033995645.1 Hemileius initialis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/995/645/GCA_033995645.1_ASM3399564v1
GCA_018249515.1,GCA_018249515.1 Euriphellus phraxanor,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/249/515/GCA_018249515.1_SRR7174381
GCA_010015985.2,GCA_010015985.2 Actinopyga echinites,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/015/985/GCA_010015985.2_ASM1001598v2
GCA_011762725.2,GCA_011762725.2 white-capped parrot (Pionus senilis),https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/762/725/GCA_011762725.2_ASM1176272v2
GCA_027122495.1,GCA_027122495.1 Muusoctopus longibrachus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/122/495/GCA_027122495.1_ASM2712249v1
GCA_030264595.1,GCA_030264595.1 Oligota sp. GC000189,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/264/595/GCA_030264595.1_Caltech_Oli_1.0
GCA_038090575.1,GCA_038090575.1 Tylopilus cf. pernanus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/090/575/GCA_038090575.1_Mulu19-Tylopilus-cf-pernanus
GCA_038093995.1,GCA_038093995.1 Tylopilus aff. callainus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/093/995/GCA_038093995.1_BTNG86-Tylopilus-callainus-aff
GCA_900177555.1,GCA_900177555.1 sea pansy (Renilla reniformis),https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/177/555/GCA_900177555.1_Renilla_reniformis_genome_assembly_1.0
GCA_038089475.1,GCA_038089475.1 Boletus aff. vermiculosoides,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/089/475/GCA_038089475.1_S0258-Neoboletus-aff-vermiculosoides.
GCA_002157015.1,GCA_002157015.1 Melampsora aecidioides,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/157/015/GCA_002157015.1_ASM215701v1
GCA_038094415.1,GCA_038094415.1 Xerocomus alliaceus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/094/415/GCA_038094415.1_BD697
GCA_032356005.1,GCA_032356005.1 Ulothrix subflaccida,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/356/005/GCA_032356005.1_ASM3235600v1
GCA_018230405.1,GCA_018230405.1 Heliconius hortense,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/230/405/GCA_018230405.1_SRR4032054
GCA_031762455.1,GCA_031762455.1 Myiopsitta luchsi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/762/455/GCA_031762455.1_ASM3176245v1
GCA_034782935.1,GCA_034782935.1 Micropsitta keiensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/782/935/GCA_034782935.1_ASM3478293v1
GCA_038091795.1,GCA_038091795.1 Leccinum olivaceoglutinosum,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/091/795/GCA_038091795.1_MICH11270-Leccinum-olivace-lutinosum
GCA_018233265.1,GCA_018233265.1 Junonia stemosa,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/233/265/GCA_018233265.1_SRR10765789
GCA_028877435.1,GCA_028877435.1 big-bellied sea catfish (Cathorops dasycephalus),https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/877/435/GCA_028877435.1_ASM2887743v1
GCA_031833985.1,GCA_031833985.1 Ancula gibbosa,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/833/985/GCA_031833985.1_ASM3183398v1
GCA_018107765.1,GCA_018107765.1 Hypogeococcus pungens,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/107/765/GCA_018107765.1_FuEDEI_HPun_1.1
GCA_018237865.1,GCA_018237865.1 Styx infernalis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/237/865/GCA_018237865.1_SRR10158561
GCA_018230145.1,GCA_018230145.1 Lepidochrysops patricia,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/230/145/GCA_018230145.1_SRR6679360
GCA_034509065.1,GCA_034509065.1 Eueides lybia,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/509/065/GCA_034509065.1_ASM3450906v1
GCA_038093755.1,GCA_038093755.1 Tylopilus microsporus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/093/755/GCA_038093755.1_DLT08-089-Tylopilus-microsporus
GCA_018236485.1,GCA_018236485.1 Idas blue (Plebejus idas),https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/236/485/GCA_018236485.1_SRR10270930
GCA_038381815.1,GCA_038381815.1 Indigo macaw (Anodorhynchus leari),https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/381/815/GCA_038381815.1_ASM3838181v1
GCA_035668455.1,GCA_035668455.1 Alabama pitcherplant (Sarracenia alabamensis),https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/035/668/455/GCA_035668455.1_ASM3566845v1
GCA_900406365.1,GCA_900406365.1 sporries (Heliophila coronopifolia),https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/406/365/GCA_900406365.1_ASM90040636v1
GCA_027123015.1,GCA_027123015.1 spotted codling (Urophycis regia),https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/123/015/GCA_027123015.1_ASM2712301v1
GCA_012274505.1,GCA_012274505.1 Galium porrigens var. tenue,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/274/505/GCA_012274505.1_ASM1227450v1
GCA_040966375.1,GCA_040966375.1 purple-bellied lory (Lorius hypoinochrous),https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/966/375/GCA_040966375.1_ASM4096637v1
GCA_028455955.1,GCA_028455955.1 Notopais sp. p TS-2021,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/455/955/GCA_028455955.1_TBG_Npol_1
GCA_030264415.1,GCA_030264415.1 fringescale sardinella (Sardinella fimbriata),https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/264/415/GCA_030264415.1_ASM3026441v1
GCA_018251975.1,GCA_018251975.1 Urbanus esmeraldus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/251/975/GCA_018251975.1_SRR7174353
GCA_032274625.1,GCA_032274625.1 Depressigyra globulus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/274/625/GCA_032274625.1_ASM3227462v1
GCA_029874365.1,GCA_029874365.1 Pseudochondrostoma polylepis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/874/365/GCA_029874365.1_ASM2987436v1
GCA_044758485.1,GCA_044758485.1 Lutz's thin-toed frog (Adenomera lutzi),https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/044/758/485/GCA_044758485.1_ASM4475848v1
GCA_900068985.1,GCA_900068985.1 Pterula multifida,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/068/985/GCA_900068985.1_Pterula_subulata-8
GCA_032274145.1,GCA_032274145.1 Microcladia borealis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/274/145/GCA_032274145.1_ASM3227414v1
GCA_036873855.1,GCA_036873855.1 Sarsia tubulosa,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/873/855/GCA_036873855.1_ASM3687385v1
GCA_038089455.1,GCA_038089455.1 Tylopilus cf. leucomycelinus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/089/455/GCA_038089455.1_S0261ballouii
GCA_030265165.1,GCA_030265165.1 Pyrrhura pfrimeri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/265/165/GCA_030265165.1_ASM3026516v1
GCA_034780715.1,GCA_034780715.1 Peltospira delicata,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/780/715/GCA_034780715.1_ASM3478071v1
GCA_018248795.1,GCA_018248795.1 Ectomis octomaculata,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/248/795/GCA_018248795.1_SRR7174446
GCA_022817285.1,GCA_022817285.1 Neuroscelio doddi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/817/285/GCA_022817285.1_ASM2281728v1
GCA_035668355.1,GCA_035668355.1 crimson pitcherplant (Sarracenia leucophylla),https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/035/668/355/GCA_035668355.1_ASM3566835v1
GCA_027575215.2,GCA_027575215.2 Hydrozoanthus sils,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/575/215/GCA_027575215.2_ASM2757521v2
GCA_901765185.1,GCA_901765185.1 Panagrolaimus sp. JU765,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/901/765/185/GCA_901765185.1_JU765_v2
GCA_018245055.1,GCA_018245055.1 Pyrrhopyge creona,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/245/055/GCA_018245055.1_SRR9330664
GCA_024582655.2,GCA_024582655.2 Erythroxylum kunthianum,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/582/655/GCA_024582655.2_ASM2458265v2
GCA_022817745.1,GCA_022817745.1 Scelioninae gen. 1 sp. ZL-2020,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/817/745/GCA_022817745.1_ASM2281774v1
GCA_032361885.1,GCA_032361885.1 Panulirus marginatus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/361/885/GCA_032361885.1_ASM3236188v1
GCA_011763395.2,GCA_011763395.2 Chrysaora chesapeakei,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/763/395/GCA_011763395.2_ASM1176339v2
GCA_042083115.1,GCA_042083115.1 Phytophthora x heterohybrida,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/042/083/115/GCA_042083115.1_TL_TW30
GCA_025399975.1,GCA_025399975.1 Gagora catfish (Arius gagora),https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/399/975/GCA_025399975.1_ASM2539997v1
GCA_028565655.1,GCA_028565655.1 Hoplisoma axelrodi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/565/655/GCA_028565655.1_ASM2856565v1
GCA_032356305.1,GCA_032356305.1 Prasiola linearis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/356/305/GCA_032356305.1_ASM3235630v1
GCA_034699405.1,GCA_034699405.1 Hermanniella punctulata,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/699/405/GCA_034699405.1_ASM3469940v1
GCA_036939395.1,GCA_036939395.1 Porosira glacialis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/939/395/GCA_036939395.1_ASM3693939v1
GCA_034509245.1,GCA_034509245.1 silver wormwood (Artemisia ludoviciana),https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/509/245/GCA_034509245.1_ASM3450924v1
GCA_034698505.1,GCA_034698505.1 Stercutus niveus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/698/505/GCA_034698505.1_ASM3469850v1
GCA_025762795.1,GCA_025762795.1 Goniobranchus coi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/762/795/GCA_025762795.1_ASM2576279v1
GCA_040966915.1,GCA_040966915.1 Micromelo scriptus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/966/915/GCA_040966915.1_ASM4096691v1
GCA_018251835.1,GCA_018251835.1 Orses cynisca,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/251/835/GCA_018251835.1_SRR7174361
GCA_031471255.1,GCA_031471255.1 Dryodora glandiformis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/471/255/GCA_031471255.1_ASM3147125v1
GCA_044474185.1,GCA_044474185.1 Stichodactyla tapetum,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/044/474/185/GCA_044474185.1_ASM4447418v1
GCA_943591095.1,GCA_943591095.1 deepwater dragon (Bathydraco marri),https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/943/591/095/GCA_943591095.1_fBatMar1
GCA_018236305.1,GCA_018236305.1 Emesis phyciodoides,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/236/305/GCA_018236305.1_SRR10158610
GCA_036897805.1,GCA_036897805.1 Plantago tenuiflora,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/897/805/GCA_036897805.1_ASM3689780v1
GCA_035668095.1,GCA_035668095.1 hooded pitcherplant (Sarracenia minor),https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/035/668/095/GCA_035668095.1_ASM3566809v1
GCA_034698385.1,GCA_034698385.1 Strongylosoma stigmatosum,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/698/385/GCA_034698385.1_ASM3469838v1
GCA_036024655.1,GCA_036024655.1 Galaxias oliros,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/024/655/GCA_036024655.1_ASM3602465v1
GCA_018250675.1,GCA_018250675.1 Astraptes naxos,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/250/675/GCA_018250675.1_SRR7174513
GCA_018251155.1,GCA_018251155.1 Venada nevada,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/251/155/GCA_018251155.1_SRR7174442
GCA_041723725.1,GCA_041723725.1 carmine shiner (Notropis percobromus),https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/723/725/GCA_041723725.1_ASM4172372v1
GCA_964187715.1,GCA_964187715.1 Wickerhamomyces sp. AT-2023,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/187/715/GCA_964187715.1_ASM96418771v1
GCA_018250795.1,GCA_018250795.1 Clito sp. Burns02,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/250/795/GCA_018250795.1_SRR7174503
GCA_038090515.1,GCA_038090515.1 Pulveroboletus cf. viridisquamosus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/090/515/GCA_038090515.1_Mulu38-Pulveroboletus-cf-viridisquamosus
GCA_018245255.1,GCA_018245255.1 Azonax typhaon,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/245/255/GCA_018245255.1_SRR9330385
GCA_044327275.1,GCA_044327275.1 Actinodendron arboreum,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/044/327/275/GCA_044327275.1_ASM4432727v1
GCA_022379055.1,GCA_022379055.1 prong-snouted blind snake (Anilios bituberculatus),https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/379/055/GCA_022379055.1_ASM2237905v1
GCA_032274325.1,GCA_032274325.1 Madagascar marsh-harrier (Circus macrosceles),https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/274/325/GCA_032274325.1_ASM3227432v1
GCA_038094095.1,GCA_038094095.1 Boletus putidus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/094/095/GCA_038094095.1_BD921Chile-Boletus-putidus
GCA_022817785.1,GCA_022817785.1 Amitus sp. ZL-2020,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/817/785/GCA_022817785.1_ASM2281778v1
GCA_029874695.1,GCA_029874695.1 Gobio lozanoi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/874/695/GCA_029874695.1_ASM2987469v1
GCA_018247155.1,GCA_018247155.1 Charidia lucaria,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/247/155/GCA_018247155.1_SRR7174567
GCA_032353575.1,GCA_032353575.1 Pyrrhura devillei,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/353/575/GCA_032353575.1_ASM3235357v1
GCA_034698465.1,GCA_034698465.1 white-legged snake millipede (Tachypodoiulus niger),https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/698/465/GCA_034698465.1_ASM3469846v1
GCA_018239405.1,GCA_018239405.1 Oxynetra confusa,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/239/405/GCA_018239405.1_SRR9330749
GCA_027475705.1,GCA_027475705.1 Pythium catenulatum,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/475/705/GCA_027475705.1_ASM2747570v1
GCA_018251055.1,GCA_018251055.1 Ectomis asine,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/251/055/GCA_018251055.1_SRR7174448
GCA_034699285.1,GCA_034699285.1 Liacarus coracinus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/699/285/GCA_034699285.1_ASM3469928v1
GCA_018250395.1,GCA_018250395.1 Autochton potrillo potrillo,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/250/395/GCA_018250395.1_SRR7174542
GCA_018251275.1,GCA_018251275.1 Niconiades incomptus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/251/275/GCA_018251275.1_SRR7174430
GCA_032361585.1,GCA_032361585.1 Peltospira operculata,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/361/585/GCA_032361585.1_ASM3236158v1
GCA_032362125.1,GCA_032362125.1 Anatoma sagamiana,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/362/125/GCA_032362125.1_ASM3236212v1
GCA_018232025.1,GCA_018232025.1 Ernsta colotes,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/232/025/GCA_018232025.1_SRR12057677
GCA_046118315.1,GCA_046118315.1 Origanum compactum,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/118/315/GCA_046118315.1_ASM4611831v1
GCA_027568995.1,GCA_027568995.1 Octopus americanus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/568/995/GCA_027568995.1_ASM2756899v1
GCA_046269405.1,GCA_046269405.1 Asio madagascariensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/269/405/GCA_046269405.1_ASM4626940v1
GCA_018234925.1,GCA_018234925.1 Junonia litoralis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/234/925/GCA_018234925.1_SRR10765686
GCA_026770305.1,GCA_026770305.1 Erythroxylum gonoclados,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/770/305/GCA_026770305.1_ASM2677030v1
GCA_002995315.1,GCA_002995315.1 Rhizopogon villosulus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/995/315/GCA_002995315.1_UT12-148a_Rhivil_1.0
GCA_027564475.1,GCA_027564475.1 Doxocopa laurentia,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/564/475/GCA_027564475.1_ASM2756447v1
GCA_036250245.1,GCA_036250245.1 Drosera tokaiensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/250/245/GCA_036250245.1_ASM3625024v1
GCA_036897565.1,GCA_036897565.1 Pelargonium exstipulatum,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/897/565/GCA_036897565.1_ASM3689756v1
GCA_018230705.1,GCA_018230705.1 Spialia ferax,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/230/705/GCA_018230705.1_SRR12057686
GCA_038089595.1,GCA_038089595.1 Bothia castanella,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/089/595/GCA_038089595.1_NY817394-Bothia-castanella
GCA_040357525.1,GCA_040357525.1 Bonamia ostreae,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/357/525/GCA_040357525.1_UU_BOst_1
GCA_036898065.1,GCA_036898065.1 California macrophylla,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/898/065/GCA_036898065.1_ASM3689806v1
GCA_018232205.1,GCA_018232205.1 Junonia vestina livia,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/232/205/GCA_018232205.1_SRR10765720
GCA_029874615.1,GCA_029874615.1 Achondrostoma oligolepis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/874/615/GCA_029874615.1_ASM2987461v1
GCA_034781875.1,GCA_034781875.1 red-necked falcon (Falco chicquera),https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/781/875/GCA_034781875.1_ASM3478187v1
GCA_044473225.1,GCA_044473225.1 Diadumene leucolena,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/044/473/225/GCA_044473225.1_ASM4447322v1
GCA_018232405.1,GCA_018232405.1 Junonia genoveva,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/232/405/GCA_018232405.1_SRR10765839
GCA_019455665.1,GCA_019455665.1 Phyllactinia moricola,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/455/665/GCA_019455665.1_ASM1945566v1
GCA_031763525.1,GCA_031763525.1 Pagurus beringanus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/763/525/GCA_031763525.1_ASM3176352v1
GCA_018248355.1,GCA_018248355.1 Telemiades fides,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/248/355/GCA_018248355.1_SRR7174524
GCA_018246495.1,GCA_018246495.1 Microceris iphinous,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/246/495/GCA_018246495.1_SRR9330733
GCA_948099555.1,GCA_948099555.1 dove weed (Croton setiger),https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/948/099/555/GCA_948099555.1_Cs-W6-48715-1-DRAFT-NextGenCassava-1.0
